"response_id","experience"
"GEN24_1066293","Eat Maori traditional food"
"GEN24_1066293","See Maori art or crafts being created"
"GEN24_1066293","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066293","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066293","Watch a live Maori performance"
"GEN24_1066308","None of these"
"GEN24_1066309","None of these"
"GEN24_1066319","Some other Maori cultural activity"
"GEN24_1066319","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066327","None of these"
"GEN24_1066339","None of these"
"GEN24_1066361","Eat Maori traditional food"
"GEN24_1066361","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066361","Watch a live Maori performance"
"GEN24_1066368","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066388","None of these"
"GEN24_1066391","Visit a Maori family in their home"
"GEN24_1066405","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066405","Some other Maori cultural activity"
"GEN24_1066405","Visit a Maori family in their home"
"GEN24_1066405","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066405","Watch a live Maori performance"
"GEN24_1066407","None of these"
"GEN24_1066413","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066413","Some other Maori cultural activity"
"GEN24_1066413","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066414","None of these"
"GEN24_1066421","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066422","Watch a live Maori performance"
"GEN24_1066425","Eat Maori traditional food"
"GEN24_1066425","Some other Maori cultural activity"
"GEN24_1066425","Watch a live Maori performance"
"GEN24_1066437","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066443","None of these"
"GEN24_1066461","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066465","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066466","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066486","Some other Maori cultural activity"
"GEN24_1066486","Visit a Maori family in their home"
"GEN24_1066489","Some other Maori cultural activity"
"GEN24_1066489","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066491","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066498","None of these"
"GEN24_1066509","None of these"
"GEN24_1066519","None of these"
"GEN24_1066535","None of these"
"GEN24_1066556","Eat Maori traditional food"
"GEN24_1066556","Watch a live Maori performance"
"GEN24_1066586","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066598","None of these"
"GEN24_1066603","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066608","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066617","None of these"
"GEN24_1066619","None of these"
"GEN24_1066621","None of these"
"GEN24_1066663","None of these"
"GEN24_1066665","None of these"
"GEN24_1066698","None of these"
"GEN24_1066699","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066699","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066699","Watch a live Maori performance"
"GEN24_1066702","None of these"
"GEN24_1066704","None of these"
"GEN24_1066725","Visit a Maori family in their home"
"GEN24_1066728","None of these"
"GEN24_1066732","None of these"
"GEN24_1066742","None of these"
"GEN24_1066747","Visit a Maori family in their home"
"GEN24_1066749","None of these"
"GEN24_1066753","None of these"
"GEN24_1066756","See Maori art or crafts being created"
"GEN24_1066776","Some other Maori cultural activity"
"GEN24_1066776","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066797","None of these"
"GEN24_1066800","None of these"
"GEN24_1066805","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066807","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066817","None of these"
"GEN24_1066818","None of these"
"GEN24_1066824","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066824","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066824","Watch a live Maori performance"
"GEN24_1066827","Eat Maori traditional food"
"GEN24_1066827","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066827","Watch a live Maori performance"
"GEN24_1066835","None of these"
"GEN24_1066861","None of these"
"GEN24_1066863","Eat Maori traditional food"
"GEN24_1066863","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066863","Visit a Maori family in their home"
"GEN24_1066863","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066863","Watch a live Maori performance"
"GEN24_1066869","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066869","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066873","See Maori art or crafts being created"
"GEN24_1066873","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066887","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066894","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066898","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066898","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066901","Eat Maori traditional food"
"GEN24_1066901","Watch a live Maori performance"
"GEN24_1066933","Some other Maori cultural activity"
"GEN24_1066933","Watch a live Maori performance"
"GEN24_1066946","Eat Maori traditional food"
"GEN24_1066946","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1066946","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066946","Watch a live Maori performance"
"GEN24_1066953","None of these"
"GEN24_1066957","None of these"
"GEN24_1066958","None of these"
"GEN24_1066961","None of these"
"GEN24_1066967","None of these"
"GEN24_1066980","Some other Maori cultural activity"
"GEN24_1066981","See Maori art or crafts being created"
"GEN24_1066981","Visit a Maori marae (a Maori meeting place)"
"GEN24_1066987","Eat Maori traditional food"
"GEN24_1066987","See Maori art or crafts being created"
"GEN24_1066987","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067012","None of these"
"GEN24_1067015","None of these"
"GEN24_1067018","Eat Maori traditional food"
"GEN24_1067018","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067018","Watch a live Maori performance"
"GEN24_1067023","Some other Maori cultural activity"
"GEN24_1067025","None of these"
"GEN24_1067034","None of these"
"GEN24_1067050","None of these"
"GEN24_1067059","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067063","None of these"
"GEN24_1067066","None of these"
"GEN24_1067074","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067081","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067081","Watch a live Maori performance"
"GEN24_1067088","None of these"
"GEN24_1067091","Watch a live Maori performance"
"GEN24_1067094","See Maori art or crafts being created"
"GEN24_1067094","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067111","See Maori art or crafts being created"
"GEN24_1067111","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067111","Some other Maori cultural activity"
"GEN24_1067111","Visit a Maori family in their home"
"GEN24_1067111","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067111","Watch a live Maori performance"
"GEN24_1067115","Eat Maori traditional food"
"GEN24_1067115","See Maori art or crafts being created"
"GEN24_1067115","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067115","Visit a Maori family in their home"
"GEN24_1067115","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067133","None of these"
"GEN24_1067134","Visit a Maori family in their home"
"GEN24_1067134","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067137","Visit a Maori family in their home"
"GEN24_1067137","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067156","None of these"
"GEN24_1067157","None of these"
"GEN24_1067171","None of these"
"GEN24_1067177","None of these"
"GEN24_1067181","None of these"
"GEN24_1067198","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067209","None of these"
"GEN24_1067215","None of these"
"GEN24_1067217","None of these"
"GEN24_1067230","See Maori art or crafts being created"
"GEN24_1067230","Visit a Maori family in their home"
"GEN24_1067230","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067233","None of these"
"GEN24_1067236","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067257","Eat Maori traditional food"
"GEN24_1067257","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067257","Some other Maori cultural activity"
"GEN24_1067263","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067272","None of these"
"GEN24_1067284","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067284","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067284","Watch a live Maori performance"
"GEN24_1067286","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067286","Some other Maori cultural activity"
"GEN24_1067286","Visit a Maori family in their home"
"GEN24_1067290","Some other Maori cultural activity"
"GEN24_1067290","Watch a live Maori performance"
"GEN24_1067295","None of these"
"GEN24_1067297","Visit a Maori family in their home"
"GEN24_1067298","None of these"
"GEN24_1067299","None of these"
"GEN24_1067302","None of these"
"GEN24_1067304","None of these"
"GEN24_1067312","None of these"
"GEN24_1067317","None of these"
"GEN24_1067323","None of these"
"GEN24_1067335","None of these"
"GEN24_1067341","None of these"
"GEN24_1067392","See Maori art or crafts being created"
"GEN24_1067392","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067392","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067392","Watch a live Maori performance"
"GEN24_1067408","Watch a live Maori performance"
"GEN24_1067412","None of these"
"GEN24_1067415","None of these"
"GEN24_1067419","Some other Maori cultural activity"
"GEN24_1067424","None of these"
"GEN24_1067425","None of these"
"GEN24_1067426","None of these"
"GEN24_1067437","Watch a live Maori performance"
"GEN24_1067438","See Maori art or crafts being created"
"GEN24_1067438","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067438","Watch a live Maori performance"
"GEN24_1067446","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067456","None of these"
"GEN24_1067457","Some other Maori cultural activity"
"GEN24_1067460","None of these"
"GEN24_1067485","None of these"
"GEN24_1067495","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067498","See Maori art or crafts being created"
"GEN24_1067498","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067498","Some other Maori cultural activity"
"GEN24_1067512","None of these"
"GEN24_1067521","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067521","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067531","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067531","Watch a live Maori performance"
"GEN24_1067535","None of these"
"GEN24_1067538","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067540","None of these"
"GEN24_1067546","None of these"
"GEN24_1067561","See Maori art or crafts being created"
"GEN24_1067561","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067561","Watch a live Maori performance"
"GEN24_1067565","None of these"
"GEN24_1067568","None of these"
"GEN24_1067587","None of these"
"GEN24_1067595","None of these"
"GEN24_1067596","None of these"
"GEN24_1067605","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067605","Some other Maori cultural activity"
"GEN24_1067605","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067629","Some other Maori cultural activity"
"GEN24_1067629","Watch a live Maori performance"
"GEN24_1067643","None of these"
"GEN24_1067646","None of these"
"GEN24_1067655","None of these"
"GEN24_1067689","None of these"
"GEN24_1067716","None of these"
"GEN24_1067719","None of these"
"GEN24_1067728","None of these"
"GEN24_1067738","None of these"
"GEN24_1067742","None of these"
"GEN24_1067744","None of these"
"GEN24_1067764","None of these"
"GEN24_1067771","None of these"
"GEN24_1067772","None of these"
"GEN24_1067776","None of these"
"GEN24_1067782","None of these"
"GEN24_1067797","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067797","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067797","Watch a live Maori performance"
"GEN24_1067803","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067803","Some other Maori cultural activity"
"GEN24_1067804","None of these"
"GEN24_1067818","None of these"
"GEN24_1067821","Eat Maori traditional food"
"GEN24_1067821","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067821","Visit a Maori family in their home"
"GEN24_1067821","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067821","Watch a live Maori performance"
"GEN24_1067822","Some other Maori cultural activity"
"GEN24_1067824","None of these"
"GEN24_1067825","None of these"
"GEN24_1067826","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067828","None of these"
"GEN24_1067830","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067831","None of these"
"GEN24_1067834","None of these"
"GEN24_1067835","None of these"
"GEN24_1067836","None of these"
"GEN24_1067841","None of these"
"GEN24_1067844","None of these"
"GEN24_1067845","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067845","Some other Maori cultural activity"
"GEN24_1067845","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067853","None of these"
"GEN24_1067859","None of these"
"GEN24_1067860","None of these"
"GEN24_1067869","None of these"
"GEN24_1067873","None of these"
"GEN24_1067890","None of these"
"GEN24_1067904","None of these"
"GEN24_1067907","None of these"
"GEN24_1067910","None of these"
"GEN24_1067918","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067925","Eat Maori traditional food"
"GEN24_1067925","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067925","Visit a Maori family in their home"
"GEN24_1067925","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067925","Watch a live Maori performance"
"GEN24_1067926","See Maori art or crafts being created"
"GEN24_1067929","None of these"
"GEN24_1067943","Eat Maori traditional food"
"GEN24_1067943","Watch a live Maori performance"
"GEN24_1067948","Visit a Maori marae (a Maori meeting place)"
"GEN24_1067958","None of these"
"GEN24_1067968","None of these"
"GEN24_1067969","None of these"
"GEN24_1067972","None of these"
"GEN24_1067982","None of these"
"GEN24_1067993","None of these"
"GEN24_1067998","Eat Maori traditional food"
"GEN24_1067998","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1067998","Visit a Maori family in their home"
"GEN24_1067998","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068025","None of these"
"GEN24_1068032","None of these"
"GEN24_1068056","Some other Maori cultural activity"
"GEN24_1068057","Eat Maori traditional food"
"GEN24_1068057","Visit a Maori family in their home"
"GEN24_1068057","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068072","See Maori art or crafts being created"
"GEN24_1068072","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068072","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068077","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068077","Watch a live Maori performance"
"GEN24_1068079","None of these"
"GEN24_1068080","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068092","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068096","None of these"
"GEN24_1068099","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068104","None of these"
"GEN24_1068130","Eat Maori traditional food"
"GEN24_1068130","Watch a live Maori performance"
"GEN24_1068136","Eat Maori traditional food"
"GEN24_1068136","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068142","See Maori art or crafts being created"
"GEN24_1068163","None of these"
"GEN24_1068164","None of these"
"GEN24_1068170","None of these"
"GEN24_1068173","None of these"
"GEN24_1068192","None of these"
"GEN24_1068193","None of these"
"GEN24_1068216","None of these"
"GEN24_1068222","None of these"
"GEN24_1068224","None of these"
"GEN24_1068225","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068243","None of these"
"GEN24_1068261","None of these"
"GEN24_1068277","None of these"
"GEN24_1068285","None of these"
"GEN24_1068286","None of these"
"GEN24_1068299","None of these"
"GEN24_1068301","Visit a Maori family in their home"
"GEN24_1068308","None of these"
"GEN24_1068310","None of these"
"GEN24_1068318","None of these"
"GEN24_1068321","Some other Maori cultural activity"
"GEN24_1068323","None of these"
"GEN24_1068324","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068324","Some other Maori cultural activity"
"GEN24_1068340","None of these"
"GEN24_1068344","None of these"
"GEN24_1068350","None of these"
"GEN24_1068362","None of these"
"GEN24_1068374","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068374","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068383","See Maori art or crafts being created"
"GEN24_1068383","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068384","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068400","None of these"
"GEN24_1068410","None of these"
"GEN24_1068418","Some other Maori cultural activity"
"GEN24_1068434","See Maori art or crafts being created"
"GEN24_1068434","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068434","Watch a live Maori performance"
"GEN24_1068443","None of these"
"GEN24_1068463","None of these"
"GEN24_1068483","None of these"
"GEN24_1068485","Some other Maori cultural activity"
"GEN24_1068496","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068498","None of these"
"GEN24_1068499","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068501","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068503","Some other Maori cultural activity"
"GEN24_1068508","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068521","See Maori art or crafts being created"
"GEN24_1068521","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068525","See Maori art or crafts being created"
"GEN24_1068525","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068525","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068525","Watch a live Maori performance"
"GEN24_1068554","Some other Maori cultural activity"
"GEN24_1068557","Some other Maori cultural activity"
"GEN24_1068571","See Maori art or crafts being created"
"GEN24_1068571","Visit a Maori family in their home"
"GEN24_1068571","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068579","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068595","None of these"
"GEN24_1068599","None of these"
"GEN24_1068602","None of these"
"GEN24_1068604","None of these"
"GEN24_1068608","None of these"
"GEN24_1068609","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068615","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068620","None of these"
"GEN24_1068622","None of these"
"GEN24_1068629","None of these"
"GEN24_1068631","None of these"
"GEN24_1068656","Eat Maori traditional food"
"GEN24_1068656","Some other Maori cultural activity"
"GEN24_1068658","Eat Maori traditional food"
"GEN24_1068658","Some other Maori cultural activity"
"GEN24_1068658","Watch a live Maori performance"
"GEN24_1068661","Eat Maori traditional food"
"GEN24_1068661","See Maori art or crafts being created"
"GEN24_1068661","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068661","Some other Maori cultural activity"
"GEN24_1068661","Visit a Maori family in their home"
"GEN24_1068661","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068661","Watch a live Maori performance"
"GEN24_1068663","None of these"
"GEN24_1068664","None of these"
"GEN24_1068665","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068675","None of these"
"GEN24_1068681","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068683","None of these"
"GEN24_1068692","Eat Maori traditional food"
"GEN24_1068692","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068692","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068703","None of these"
"GEN24_1068706","None of these"
"GEN24_1068724","None of these"
"GEN24_1068725","None of these"
"GEN24_1068743","See Maori art or crafts being created"
"GEN24_1068743","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068743","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068743","Watch a live Maori performance"
"GEN24_1068757","None of these"
"GEN24_1068776","None of these"
"GEN24_1068777","None of these"
"GEN24_1068780","None of these"
"GEN24_1068784","None of these"
"GEN24_1068791","None of these"
"GEN24_1068792","None of these"
"GEN24_1068794","None of these"
"GEN24_1068809","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068829","None of these"
"GEN24_1068835","None of these"
"GEN24_1068852","None of these"
"GEN24_1068865","None of these"
"GEN24_1068876","Eat Maori traditional food"
"GEN24_1068876","See Maori art or crafts being created"
"GEN24_1068876","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068876","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068876","Watch a live Maori performance"
"GEN24_1068878","See Maori art or crafts being created"
"GEN24_1068878","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068878","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068888","None of these"
"GEN24_1068890","None of these"
"GEN24_1068897","None of these"
"GEN24_1068905","None of these"
"GEN24_1068912","See Maori art or crafts being created"
"GEN24_1068912","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068917","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068917","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068917","Watch a live Maori performance"
"GEN24_1068927","None of these"
"GEN24_1068928","Eat Maori traditional food"
"GEN24_1068928","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068928","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068928","Watch a live Maori performance"
"GEN24_1068933","Visit a Maori family in their home"
"GEN24_1068946","None of these"
"GEN24_1068952","None of these"
"GEN24_1068965","None of these"
"GEN24_1068967","None of these"
"GEN24_1068969","None of these"
"GEN24_1068976","None of these"
"GEN24_1068979","None of these"
"GEN24_1068982","Eat Maori traditional food"
"GEN24_1068982","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1068982","Visit a Maori family in their home"
"GEN24_1068982","Visit a Maori marae (a Maori meeting place)"
"GEN24_1068989","None of these"
"GEN24_1068991","None of these"
"GEN24_1069004","None of these"
"GEN24_1069008","None of these"
"GEN24_1069010","None of these"
"GEN24_1069020","Eat Maori traditional food"
"GEN24_1069022","Eat Maori traditional food"
"GEN24_1069022","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069042","None of these"
"GEN24_1069071","None of these"
"GEN24_1069073","None of these"
"GEN24_1069089","Eat Maori traditional food"
"GEN24_1069089","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069089","Some other Maori cultural activity"
"GEN24_1069093","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069093","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069095","None of these"
"GEN24_1069105","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069106","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069113","See Maori art or crafts being created"
"GEN24_1069113","Watch a live Maori performance"
"GEN24_1069115","None of these"
"GEN24_1069133","None of these"
"GEN24_1069136","Visit a Maori family in their home"
"GEN24_1069141","None of these"
"GEN24_1069154","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069163","None of these"
"GEN24_1069184","None of these"
"GEN24_1069185","Eat Maori traditional food"
"GEN24_1069185","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069185","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069185","Watch a live Maori performance"
"GEN24_1069191","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069191","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069194","None of these"
"GEN24_1069195","None of these"
"GEN24_1069201","None of these"
"GEN24_1069207","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069207","Some other Maori cultural activity"
"GEN24_1069217","Visit a Maori family in their home"
"GEN24_1069229","None of these"
"GEN24_1069259","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069259","Some other Maori cultural activity"
"GEN24_1069265","None of these"
"GEN24_1069269","None of these"
"GEN24_1069277","None of these"
"GEN24_1069278","None of these"
"GEN24_1069284","None of these"
"GEN24_1069307","Some other Maori cultural activity"
"GEN24_1069307","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069313","None of these"
"GEN24_1069324","None of these"
"GEN24_1069325","None of these"
"GEN24_1069339","None of these"
"GEN24_1069346","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069346","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069350","None of these"
"GEN24_1069356","None of these"
"GEN24_1069370","None of these"
"GEN24_1069376","None of these"
"GEN24_1069389","None of these"
"GEN24_1069394","Visit a Maori family in their home"
"GEN24_1069395","Eat Maori traditional food"
"GEN24_1069395","See Maori art or crafts being created"
"GEN24_1069395","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069395","Watch a live Maori performance"
"GEN24_1069420","None of these"
"GEN24_1069428","Some other Maori cultural activity"
"GEN24_1069432","None of these"
"GEN24_1069435","Some other Maori cultural activity"
"GEN24_1069445","Eat Maori traditional food"
"GEN24_1069445","See Maori art or crafts being created"
"GEN24_1069445","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069445","Some other Maori cultural activity"
"GEN24_1069472","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069485","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069495","None of these"
"GEN24_1069498","None of these"
"GEN24_1069530","None of these"
"GEN24_1069534","None of these"
"GEN24_1069535","None of these"
"GEN24_1069540","None of these"
"GEN24_1069548","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069548","Watch a live Maori performance"
"GEN24_1069556","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069556","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069557","None of these"
"GEN24_1069565","Eat Maori traditional food"
"GEN24_1069582","None of these"
"GEN24_1069597","None of these"
"GEN24_1069601","None of these"
"GEN24_1069615","None of these"
"GEN24_1069624","Some other Maori cultural activity"
"GEN24_1069631","None of these"
"GEN24_1069640","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069646","None of these"
"GEN24_1069658","Watch a live Maori performance"
"GEN24_1069663","None of these"
"GEN24_1069666","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069687","None of these"
"GEN24_1069699","None of these"
"GEN24_1069702","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069703","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069703","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069705","None of these"
"GEN24_1069716","None of these"
"GEN24_1069717","None of these"
"GEN24_1069725","None of these"
"GEN24_1069726","Eat Maori traditional food"
"GEN24_1069726","See Maori art or crafts being created"
"GEN24_1069726","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069726","Some other Maori cultural activity"
"GEN24_1069726","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069726","Watch a live Maori performance"
"GEN24_1069727","None of these"
"GEN24_1069738","None of these"
"GEN24_1069739","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069744","Some other Maori cultural activity"
"GEN24_1069744","Visit a Maori family in their home"
"GEN24_1069744","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069757","None of these"
"GEN24_1069760","None of these"
"GEN24_1069770","None of these"
"GEN24_1069777","None of these"
"GEN24_1069779","Eat Maori traditional food"
"GEN24_1069779","Some other Maori cultural activity"
"GEN24_1069779","Visit a Maori family in their home"
"GEN24_1069779","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069781","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069785","None of these"
"GEN24_1069791","None of these"
"GEN24_1069799","None of these"
"GEN24_1069815","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069820","See Maori art or crafts being created"
"GEN24_1069820","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069820","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069820","Watch a live Maori performance"
"GEN24_1069837","None of these"
"GEN24_1069843","None of these"
"GEN24_1069846","None of these"
"GEN24_1069854","Eat Maori traditional food"
"GEN24_1069854","See Maori art or crafts being created"
"GEN24_1069854","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069854","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069854","Watch a live Maori performance"
"GEN24_1069855","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069860","None of these"
"GEN24_1069862","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069866","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069866","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069869","None of these"
"GEN24_1069870","None of these"
"GEN24_1069874","See Maori art or crafts being created"
"GEN24_1069874","Visit a Maori marae (a Maori meeting place)"
"GEN24_1069883","See Maori art or crafts being created"
"GEN24_1069883","See Maori artefacts, art or crafts in an exhibition"
"GEN24_1069890","None of these"
"GEN24_1069892","Eat Maori traditional food"
"GEN24_1069892","See Maori art or crafts being created"
